@relation train-weka.filters.unsupervised.attribute.NumericToBinary-Rlast

@attribute 'Reaction number' numeric
@attribute 'Reactant 1 name' {CuCl2*2H2O}
@attribute 'Reactant 1 mass (g)' numeric
@attribute 'Reactant 2 name' {HF}
@attribute 'Reactant 2 mass (g)' numeric
@attribute 'Reactant 3 name' {R-aqnHCl}
@attribute 'Reactant 3 mass (g)' numeric
@attribute 'Reactant 4 name' {x}
@attribute 'Reactant 4 mass (g)' numeric
@attribute 'Reactant 5 name' {water}
@attribute 'Reactant 5 mass (g)' numeric
@attribute 'Temp (C)' numeric
@attribute 'Time (h)' numeric
@attribute 'Slow cool' {yes}
@attribute 'pH (x = unknown)' numeric
@attribute Leak {no}
@attribute 'purity (0 = no data in notebook, 1 = multiphase; 2 = single phase)' numeric
@attribute 'outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)' numeric
@attribute Notes string

@data
143.96,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,1,no,2,4,?
143.97,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,3,no,2,4,?
143.98,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,5,no,2,4,?
143.99,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,7,no,2,4,?
143.1,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,1,no,2,4,?
143.101,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,3,no,2,4,?
143.102,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,5,no,2,4,?
143.103,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,7,no,2,4,?
143.104,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,1,no,2,4,?
143.105,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,3,no,2,4,?
143.106,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,5,no,2,4,?
143.107,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,7,no,2,4,?
143.108,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,1,no,2,4,?
143.109,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,3,no,2,4,?
143.11,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,5,no,2,4,?
143.111,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,7,no,2,4,?
143.112,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,1,no,2,4,?
143.113,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,3,no,2,4,?
143.114,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,5,no,2,4,?
143.115,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,7,no,2,4,?
143.116,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,1,no,2,4,?
143.117,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,3,no,2,4,?
143.118,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,5,no,2,4,?
143.119,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,7,no,2,4,?
143.12,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,1,no,2,4,?
143.121,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,3,no,2,4,?
143.122,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,5,no,2,4,?
143.123,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,7,no,2,4,?
143.124,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,1,no,2,4,?
143.125,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,3,no,2,4,?
143.126,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,5,no,2,4,?
143.127,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,7,no,2,4,?
143.128,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,1,no,2,4,?
143.129,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,3,no,2,4,?
143.13,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,5,no,2,4,?
143.131,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,7,no,2,4,?
143.132,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,1,no,2,4,?
143.133,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,3,no,2,4,?
143.134,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,5,no,2,4,?
143.135,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,7,no,2,4,?
143.136,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,1,no,2,4,?
143.137,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,3,no,2,4,?
143.138,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,5,no,2,4,?
143.139,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,7,no,2,4,?
143.14,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,1,no,2,4,?
143.141,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,3,no,2,4,?
143.142,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,5,no,2,4,?
143.143,CuCl2*2H2O,110.81395,HF,5.401712,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,7,no,2,4,?
144,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,9,90,24,yes,1,no,2,4,?
144.49,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,3,no,2,4,?
144.5,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,5,no,2,4,?
144.51,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,7,no,2,4,?
144.52,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,1,no,2,4,?
144.53,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,3,no,2,4,?
144.54,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,5,no,2,4,?
144.55,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,7,no,2,4,?
144.56,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,1,no,2,4,?
144.57,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,3,no,2,4,?
144.58,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,5,no,2,4,?
144.59,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,7,no,2,4,?
144.6,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,1,no,2,4,?
144.61,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,3,no,2,4,?
144.62,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,5,no,2,4,?
144.63,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,7,no,2,4,?
144.64,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,1,no,2,4,?
144.65,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,3,no,2,4,?
144.66,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,5,no,2,4,?
144.67,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,7,no,2,4,?
144.68,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,1,no,2,4,?
144.69,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,3,no,2,4,?
144.7,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,5,no,2,4,?
144.71,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,7,no,2,4,?
144.72,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,1,no,2,4,?
144.73,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,3,no,2,4,?
144.74,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,5,no,2,4,?
144.75,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,7,no,2,4,?
144.76,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,1,no,2,4,?
144.77,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,3,no,2,4,?
144.78,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,5,no,2,4,?
144.79,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,7,no,2,4,?
144.8,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,1,no,2,4,?
144.81,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,3,no,2,4,?
144.82,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,5,no,2,4,?
144.83,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,7,no,2,4,?
144.84,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,1,no,2,4,?
144.85,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,3,no,2,4,?
144.86,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,5,no,2,4,?
144.87,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,7,no,2,4,?
144.88,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,1,no,2,4,?
144.89,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,3,no,2,4,?
144.9,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,5,no,2,4,?
144.91,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,7,no,2,4,?
144.92,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,1,no,2,4,?
144.93,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,3,no,2,4,?
144.94,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,5,no,2,4,?
144.95,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,7,no,2,4,?
144.96,CuCl2*2H2O,110.81395,HF,1.600507,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,1,no,2,4,?
145.1,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,24,yes,3,no,2,4,?
145.2,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,24,yes,5,no,2,4,?
145.3,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,24,yes,7,no,2,4,?
145.4,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,36,yes,1,no,2,4,?
145.5,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,36,yes,3,no,2,4,?
145.6,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,36,yes,5,no,2,4,?
145.7,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,36,yes,7,no,2,4,?
145.8,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,48,yes,1,no,2,4,?
145.9,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,48,yes,3,no,2,4,?
145.1,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,48,yes,5,no,2,4,?
145.11,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,90,48,yes,7,no,2,4,?
145.12,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,24,yes,1,no,2,4,?
145.13,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,24,yes,3,no,2,4,?
145.14,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,24,yes,5,no,2,4,?
145.15,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,24,yes,7,no,2,4,?
145.16,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,36,yes,1,no,2,4,?
145.17,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,36,yes,3,no,2,4,?
145.18,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,36,yes,5,no,2,4,?
145.19,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,36,yes,7,no,2,4,?
145.2,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,48,yes,1,no,2,4,?
145.21,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,48,yes,3,no,2,4,?
145.22,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,48,yes,5,no,2,4,?
145.23,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,110,48,yes,7,no,2,4,?
145.24,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,24,yes,1,no,2,4,?
145.25,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,24,yes,3,no,2,4,?
145.26,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,24,yes,5,no,2,4,?
145.27,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,24,yes,7,no,2,4,?
145.28,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,36,yes,1,no,2,4,?
145.29,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,36,yes,3,no,2,4,?
145.3,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,36,yes,5,no,2,4,?
145.31,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,36,yes,7,no,2,4,?
145.32,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,48,yes,1,no,2,4,?
145.33,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,48,yes,3,no,2,4,?
145.34,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,48,yes,5,no,2,4,?
145.35,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,130,48,yes,7,no,2,4,?
145.36,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,24,yes,1,no,2,4,?
145.37,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,24,yes,3,no,2,4,?
145.38,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,24,yes,5,no,2,4,?
145.39,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,24,yes,7,no,2,4,?
145.4,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,36,yes,1,no,2,4,?
145.41,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,36,yes,3,no,2,4,?
145.42,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,36,yes,5,no,2,4,?
145.43,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,36,yes,7,no,2,4,?
145.44,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,48,yes,1,no,2,4,?
145.45,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,48,yes,3,no,2,4,?
145.46,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,48,yes,5,no,2,4,?
145.47,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,9,150,48,yes,7,no,2,4,?
145.48,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,24,yes,1,no,2,4,?
145.49,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,24,yes,3,no,2,4,?
145.5,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,24,yes,5,no,2,4,?
145.51,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,24,yes,7,no,2,4,?
145.52,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,1,no,2,4,?
145.53,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,3,no,2,4,?
145.54,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,5,no,2,4,?
145.55,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,36,yes,7,no,2,4,?
145.56,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,1,no,2,4,?
145.57,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,3,no,2,4,?
145.58,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,5,no,2,4,?
145.59,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,90,48,yes,7,no,2,4,?
145.6,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,1,no,2,4,?
145.61,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,3,no,2,4,?
145.62,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,5,no,2,4,?
145.63,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,24,yes,7,no,2,4,?
145.64,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,1,no,2,4,?
145.65,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,3,no,2,4,?
145.66,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,5,no,2,4,?
145.67,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,36,yes,7,no,2,4,?
145.68,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,1,no,2,4,?
145.69,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,3,no,2,4,?
145.7,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,5,no,2,4,?
145.71,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,110,48,yes,7,no,2,4,?
145.72,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,1,no,2,4,?
145.73,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,3,no,2,4,?
145.74,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,5,no,2,4,?
145.75,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,24,yes,7,no,2,4,?
145.76,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,1,no,2,4,?
145.77,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,3,no,2,4,?
145.78,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,5,no,2,4,?
145.79,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,36,yes,7,no,2,4,?
145.8,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,1,no,2,4,?
145.81,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,3,no,2,4,?
145.82,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,5,no,2,4,?
145.83,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,130,48,yes,7,no,2,4,?
145.84,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,1,no,2,4,?
145.85,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,3,no,2,4,?
145.86,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,5,no,2,4,?
145.87,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,24,yes,7,no,2,4,?
145.88,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,1,no,2,4,?
145.89,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,3,no,2,4,?
145.9,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,5,no,2,4,?
145.91,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,36,yes,7,no,2,4,?
145.92,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,1,no,2,4,?
145.93,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,3,no,2,4,?
145.94,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,5,no,2,4,?
145.95,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,27,150,48,yes,7,no,2,4,?
145.96,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,1,no,2,4,?
145.97,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,3,no,2,4,?
145.98,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,5,no,2,4,?
145.99,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,24,yes,7,no,2,4,?
145.1,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,1,no,2,4,?
145.101,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,3,no,2,4,?
